season,nest_id,natalsite,egg_id,female_band,female_id,f_age,male_band,male_id,m_age,clutch_no,date_eggs_found,lay_date,estimated_lay,total_eggs_clutch,candled,candled_date,fertile,egg_length,egg_width,candling_weight,loss_parent,loss_id,date_parent_lost,egg_managed,management_reason,notes,eggs_recovered_date,age_recovered_eggs,notes_transfer,days_ai,date_egg_transferbackto_nest,age_donor_eggs,returned_remained_natal,foster_site,foster_nest_id,foster_f_band,foster_f_id,hatched,hatched_date,eggfail_outcome,eggfail_cause,eggfail_date,chickfail_outcome,chickfail_cause,chickfail_date,chick_transfer_date_zoo,notes_chick_transfer,age_chick_transfer,chick_captive_reared,days_chick_captive_reared,transfer_date_to_aviary,release_date_from_aviary,release_site,fledgling_id,band_date,chick_weight_banding,fledged,fledge_date,comments
2017/2018,380,Mangawhai,NA,KpG-M,C75805,8,M-R,C75801,10,1,26/10/2017,unknown,26/10/2017,2,1,7/11/2017,1,NA,NA,NA,0,NA,NA,moved,force,NA,12/11/2017,17,NA,0,12/11/2017,17,0,Waipu,387,M-pGR,C41567,1,17/11/2017,NA,NA,NA,washed away,king tide/storm,18/11/2017,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
2017/2018,380,Mangawhai,NA,KpG-M,C75805,8,M-R,C75801,10,1,27/10/2017,unknown,27/10/2017,2,1,7/11/2017,1,NA,NA,NA,0,NA,NA,moved,force,NA,12/11/2017,16,NA,0,12/11/2017,16,0,Waipu,387,M-pGR,C41567,1,18/11/2017,NA,NA,NA,washed away,king tide/storm,18/11/2017,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
2017/2018,381,Mangawhai,NA,KB-M,C75806,8,pGM-R,C75892,4,1,28/10/2017,unknown,28/10/2017,1,1,7/11/2017,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,21/11/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,C69048,10/12/2017,NA,1,24/12/2017,NA
2017/2018,382,Mangawhai,NA,W-BM,C75900,6,M-KW,C69004,12,1,4/11/2017,4/11/2017,4/11/2017,2,1,20/11/2017,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,no hatch,embryo death,3/12/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2017/2018,382,Mangawhai,NA,W-BM,C75900,6,M-KW,C69004,12,1,6/11/2017,6/11/2017,6/11/2017,2,1,20/11/2017,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,30/11/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,C69050,19/12/2017,NA,1,2/01/2018,NA
2017/2018,383,Mangawhai,NA,RM-K,C75883,3,BK-M,C75897,5,1,5/11/2017,5/11/2017,5/11/2017,2,1,20/11/2017,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,no hatch,embryo death,5/12/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2017/2018,383,Mangawhai,NA,RM-K,C75883,3,BK-M,C75897,5,1,7/11/2017,7/11/2017,7/11/2017,2,1,20/11/2017,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,1/12/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,C69049,19/12/2017,NA,1,1/01/2018,NA
2017/2018,384,Mangawhai,NA,R-KM,C75831,2,R-pGM,C75828,4,1,17/11/2017,17/11/2017,17/11/2017,2,1,28/11/2017,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,no hatch,embryo death,20/12/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2017/2018,384,Mangawhai,NA,R-KM,C75831,2,R-pGM,C75828,4,1,19/11/2017,19/11/2017,19/11/2017,2,1,28/11/2017,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,16/12/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,C69052,7/01/2018,NA,1,unknown,NA
2017/2018,387,Waipu,NA,M-pGR,C41567,16,R-RM,C69027,9,1,30/10/2017,30/10/2017,30/10/2017,2,1,11/11/2017,0,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,removed,infertile,11/11/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,could get lat and long from map
2017/2018,387,Waipu,NA,M-pGR,C41567,16,R-RM,C69027,9,1,30/10/2017,30/10/2017,30/10/2017,2,1,11/11/2017,0,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,removed,infertile,11/11/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,could get lat and long from map
2017/2018,388,Waipu,NA,BM-K,C75884,3,BM-B,C41575,14,1,7/11/2017,7/11/2017,7/11/2017,2,1,unknown,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,4/12/2017,NA,NA,NA,predated,Norway rat,5/12/2017,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,"blue dye in water-also suspected poinoning, parents not seen again after"
2017/2018,388,Waipu,NA,BM-K,C75884,3,BM-B,C41575,14,1,11/11/2017,unknown,8/11/2017,2,1,unknown,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,4/12/2017,NA,NA,NA,predated,Norway rat,5/12/2017,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,"blue dye in water-also suspected poinoning, parents not seen again after"
2017/2018,389,Waipu,NA,M-pGR,C41567,16,R-RM,C69027,9,2,30/11/2017,unknown,30/11/2017,2,1,unknown,0,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,removed,infertile,6/12/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,could get lat and long from map
2017/2018,389,Waipu,NA,M-pGR,C41567,16,R-RM,C69027,9,2,30/11/2017,unknown,30/11/2017,2,1,unknown,0,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,removed,infertile,6/12/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,could get lat and long from map
2017/2018,391,Papakanui,NA,RM-KR,C75824,5,B-pGM,C41570,15,1,5/11/2017,5/11/2017,5/11/2017,2,1,unknown,0,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,removed,infertile,11/11/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2017/2018,391,Papakanui,NA,RM-KR,C75824,5,B-pGM,C41570,15,1,7/11/2017,7/11/2017,7/11/2017,2,1,unknown,0,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,removed,infertile,11/11/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2017/2018,392,Papakanui,NA,RM-BW,C75823,5,M-BK,C69014,11,1,9/11/2017,9/11/2017,9/11/2017,2,1,unknown,1,NA,NA,NA,0,NA,NA,moved,abandoned,NA,11/11/2017,2,transferred to another nest and 3 days ater moved to zoo,16,NA,2,0,zoo,NA,NA,NA,1,8/12/2017,NA,NA,NA,died at zoo,unknown but eggs had been inundated,11/12/2017,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,0,NA,NA
2017/2018,392,Papakanui,NA,RM-BW,C75823,5,M-BK,C69014,11,1,9/11/2017,9/11/2017,9/11/2017,2,1,unknown,1,NA,NA,NA,0,NA,NA,moved,abandoned,NA,11/11/2017,2,transferred to another nest and 3 days ater moved to zoo,16,NA,2,0,zoo,NA,NA,NA,1,8/12/2017,NA,NA,NA,died at zoo,unknown but eggs had been inundated,12/11/2017,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,0,NA,NA
2017/2018,393,Papakanui,NA,RM-BW,C75823,5,M-BK,C69014,11,2,24/11/2017,unknown,22/11/2017,2,1,unknown,1,NA,NA,NA,0,NA,NA,ai,force,risk of sanding over,1/12/2017,7,straight to zoo,5,6/12/2017,12,0,Waipu,389,M-pGR,C41567,0,NA,no hatch,embryo death,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2017/2018,393,Papakanui,NA,RM-BW,C75823,5,M-BK,C69014,11,2,24/11/2017,unknown,22/11/2017,2,1,unknown,1,NA,NA,NA,0,NA,NA,ai,force,risk of sanding over,1/12/2017,7,straight to zoo,5,6/12/2017,12,0,Waipu,389,M-pGR,C41567,1,15/12/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,C69051,NA,NA,1,unknown,NA
2017/2018,394,Papakanui,NA,RM-BW,C75823,5,M-BK,C69014,11,3,12/12/2017,unknown,12/12/2017,1,1,unknown,1,NA,NA,NA,0,NA,NA,ai,productivity,nest needed for other eggs held at zoo,17/12/2017,5,NA,0,NA,NA,1,NA,NA,NA,NA,1,5/12/2017,NA,NA,NA,died at zoo,died 2 days after hatching,7/12/2017,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,0,NA,NA
2017/2018,395,Papakanui,NA,RM-KR,C75824,5,B-RM,C41571,14,1,16/12/2017,unknown,16/12/2017,1,1,unknown,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,abandoned,not developing,23/12/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2017/2018,400,Pakiri,NA,M-pGK,C69011,11,RM-nil,C75899,6,1,7/11/2017,7/11/2017,7/11/2017,2,1,18/11/2017,1,NA,NA,NA,0,NA,NA,ai,risk inundation,NA,18/11/2017,11,held overnight in incubator,1,19/11/2017,12,0,Mangawhai,380,KpG-M,C75805,1,2/12/2017,NA,NA,NA,predated,suspected red billed gulls,3/12/2017,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
2017/2018,400,Pakiri,NA,M-pGK,C69011,11,RM-nil,C75899,6,1,11/11/2017,unknown,9/11/2017,2,1,18/11/2017,1,NA,NA,NA,0,NA,NA,ai,risk inundation,NA,18/11/2017,9,held overnight in incubator,1,19/11/2017,10,0,Mangawhai,380,KpG-M,C75805,0,NA,predated,suspected red biled gulls,3/12/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2017/2018,401,Pakiri,NA,M-pGK,C69011,11,RM-nil,C75899,6,2,1/12/2017,29/11/2017,29/11/2017,2,1,unknown,1,NA,NA,NA,0,NA,NA,ai,risk inundation,NA,6/12/2017,7,straight to zoo,11,17/12/2017,18,0,Papakanui,394,C75823,RM-BW,1,23/12/2017,NA,NA,NA,malnourished/hypothermia,storm,6/01/2018,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
2017/2018,401,Pakiri,NA,M-pGK,C69011,11,RM-nil,C75899,6,2,1/12/2017,29/11/2017,29/11/2017,2,1,unknown,1,NA,NA,NA,0,NA,NA,ai,risk inundation,NA,6/12/2017,7,straight to zoo,11,17/12/2017,18,0,Papakanui,394,C75823,RM-BW,1,23/12/2017,NA,NA,NA,malnourished/hypothermia,storm,6/01/2018,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
2017/2018,402,Pakiri,NA,M-pGK,C69011,11,RM-nil,C75899,6,3,15/12/2017,15/12/2017,15/12/2017,2,1,unknown,1,NA,NA,NA,0,NA,NA,ai,risk inundation,NA,3/12/2017,NA,2 nights in incubator before going to zoo,3,NA,19,0,NA,NA,NA,NA,0,NA,no hatch,damage to shell,6/01/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2017/2018,402,Pakiri,NA,M-pGK,C69011,11,RM-nil,C75899,6,3,17/12/2017,17/12/2017,17/12/2017,2,1,unknown,1,NA,NA,NA,1,C75899,20/01/2018,ai,risk inundation,NA,3/12/2017,NA,2 nights in incubator before going to zoo,3,6/12/2017,17,1,NA,NA,NA,NA,1,9/01/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,C69053,27/01/2018,46,1,7/02/2018,seen flying away rom NZ dotteral
2018/2019,406,Mangawhai,NA,KB-M,C75806,9,BK-M,C75897,6,1,9/10/2018,9/10/2018,9/10/2018,2,0,NA,unknown,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,failed to hatch,failed to hatch,15/11/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2018/2019,406,Mangawhai,NA,KB-M,C75806,9,BK-M,C75897,6,1,15/10/2018,unknown,12/10/2018,2,0,NA,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,7/11/2018,NA,NA,NA,predated,presumed predation,9/11/2018,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2018/2019,407,Mangawhai,NA,KpG-M,C75805,9,R-pGM,C75828,5,1,11/10/2018,11/10/2018,11/10/2018,1,0,NA,unknown,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,egg lost,severe winds,14/10/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2018/2019,408,Mangawhai,NA,M-pGK,C69011,12,(y)M-nil,C69024,11,1,14/10/2018,14/10/2018,14/10/2018,1,1,9/11/2018,0,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,failed to hatch,no embryo,9/11/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2018/2019,409,Mangawhai,NA,RM-K,C75883,4,pG-RM,C75893,5,1,15/10/2018,15/10/2018,15/10/2018,1,0,NA,unknown,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,egg lost,suspected predation,18/11/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2018/2019,410,Waipu,NA,M-pGR,C41567,17,R-RM,C69027,10,1,2/11/2018,2/11/2018,2/11/2018,2,1,17/11/2018,0,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,failed to hatch,infertile,17/11/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,eggs were left to keep as foster nest but m pecked agg and female dumped out of nest
2018/2019,410,Waipu,NA,M-pGR,C41567,17,R-RM,C69027,10,1,3/11/2018,3/11/2018,3/11/2018,2,1,17/11/2018,0,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,failed to hatch,infertile,17/11/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,eggs were left to keep as foster nest but m pecked agg and female dumped out of nest
2018/2019,411,Papakanui,NA,RM-BW,C75823,6,M-BK,C69014,12,1,15/11/2018,15/11/2018,15/11/2018,2,1,28/11/2018,1,NA,NA,12.1,0,NA,NA,ai,high tides,NA,20/11/2018,5,straight to zoo,10,NA,NA,0,NA,NA,NA,NA,0,NA,failed to hatch,embryo death,1/12/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,nest flooded after eggs lifted
2018/2019,411,Papakanui,NA,RM-BW,C75823,6,M-BK,C69014,12,1,16/11/2018,16/11/2018,16/11/2018,2,0,NA,unknown,NA,NA,12.76,0,NA,NA,ai,high tides,NA,20/11/2018,4,straight to zoo,15,5/12/2018,19,0,Mangawhai,412,KpG-M,C75805,0,NA,failed to hatch,failed to hatch,14/12/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,nest flooded after eggs lifted
2018/2019,412,Mangawhai,NA,KpG-M,C75805,9,R-pGM,C75828,5,2,16/11/2018,16/11/2018,16/11/2018,2,1,1/12/2018,1,NA,NA,NA,0,NA,NA,ai,parents not incubating,NA,1/12/2018,15,one night in incubator,1,2/12/2018,16,1,NA,NA,NA,NA,0,NA,failed to hatch,failed to hatch,14/12/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3 eggs in this nest-parents trouble incubating all
2018/2019,412,Mangawhai,NA,KpG-M,C75805,9,R-pGM,C75828,5,2,18/11/2018,18/11/2018,18/11/2018,2,1,1/12/2018,1,NA,NA,NA,0,NA,NA,"ai, multiple moves","parents not incubating, moved on 1st, then transferred to new nest on 9th",NA,9/12/2018,13,one night in incubator and back to natal then donated to 412. transported in thermos flask?,1,9/12/2018,14,0,Pakiri,413,M-pGK,C69011,0,NA,failed to hatch,failed to hatch,15/12/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2018/2019,413,Pakiri,NA,M-pGK,C69011,12,K-RM,C75890,5,1,21/11/2018,21/11/2018,21/11/2018,1,1,4/12/2018,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,15/12/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,C69054,3/01/2019,67,1,17/01/2019,NA
2018/2019,414,Mangawhai,NA,KB-M,C75806,9,BK-M,C75897,6,2,8/12/2018,8/12/2018,8/12/2018,2,1,21/12/2018,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,1/01/2019,NA,NA,NA,disappeared,presume predated,12/01/2019,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,no evidence of mammalian footprints
2018/2019,414,Mangawhai,NA,KB-M,C75806,9,BK-M,C75897,6,2,11/12/2018,11/12/2018,11/12/2018,2,1,21/12/2018,1,NA,NA,NA,0,NA,NA,moved,spread risk,NA,23/12/2018,12,moved in 1 day? Check,0,23/12/2018,12,0,Waipu,415,M-pGR,C41567,1,1/01/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,C69055,19/01/2019,63,1,25/01/2019,NA
2018/2019,415,Waipu,NA,M-pGR,C41567,17,R-RM,C69027,10,2,14/12/2018,14/12/2018,14/12/2018,2,1,21/12/2018,0,31,23,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,failed to hatch,infertile,21/12/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2018/2019,415,Waipu,NA,M-pGR,C41567,17,R-RM,C69027,10,2,14/12/2018,14/12/2018,14/12/2018,2,1,21/12/2018,0,31,19,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,failed to hatch,infertile,21/12/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2019/2020,416,Waipu,NA,M-pG(r),C41567,18,R-RM,C69027,11,1,28/10/2019,unknown,28/10/2019,1,1,11/01/2020,0,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,failed to hatch,infertile,11/01/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2019/2020,417,Pakiri,NA,M-pGK,C69011,13,K-RM,C75890,6,1,3/11/2019,unknown,2/11/2019,2,0,NA,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,26/11/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,C75833,16/12/2019,NA,1,29/12/2019,NA
2019/2020,417,Pakiri,NA,M-pGK,C69011,13,K-RM,C75890,6,1,5/11/2019,unknown,4/11/2019,2,1,30/11/2019,0,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,failed to hatch,not developed,30/11/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2019/2020,418,Mangawhai,NA,RM-K,C75883,5,pG-RM,C75893,6,1,4/11/2019,4/11/2019,4/11/2019,1,1,18/11/2019,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,27/11/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,C69056,18/12/2019,60,1,1/01/2020,NA
2019/2020,419,Mangawhai,NA,KB-M,C75806,10,BK-M,C75897,7,1,5/11/2019,5/11/2019,5/11/2019,1,0,NA,unknown,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,egg lost,abondoned nest,11/11/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2019/2020,420,Te Arai,NA,KpG-M,C75805,10,(Y)M-(B),C69024,12,1,6/11/2019,unknown,6/11/2019,2,1,18/11/2019,1,NA,NA,NA,1,C75805,18/01/202,none,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,30/11/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,C69057,18/12/2019,49,1,6/02/2020,supplementary feeding for 4 weeks. eggs likely fertilised by R-pGMcourtship feeding seen  -partner M Infertile
2019/2020,420,Te Arai,NA,KpG-M,C75805,10,(Y)M-(B),C69024,12,1,9/11/2019,9/11/2019,9/11/2019,2,1,18/11/2019,1,NA,NA,NA,1,C75805,18/01/202,none,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2/12/2019,NA,NA,NA,died,abandoned,11/01/2020,NA,NA,NA,0,NA,NA,NA,NA,C69059,21/12/2019,55,0,unknown,KpG-M was found dead at Omaha beach 18/01/2020. eggs likely fertilised by R-pGMcourtship feeding seen  -partner M Infertile
2019/2020,421,Mangawhai,NA,W-BM,C75900,8,M-KW,C69004,14,1,6/11/2019,unknown,6/11/2019,2,1,21/11/2019,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,29/11/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,C69058,19/12/2019,64,1,1/01/2020,NA
2019/2020,421,Mangawhai,NA,W-BM,C75900,8,M-KW,C69004,14,1,8/11/2019,unknown,8/11/2019,2,1,21/11/2019,0,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,failed to hatch,infertile,21/11/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2019/2020,422,Mangawhai,NA,K-KM,C75832,4,W-KM,C75891,6,1,14/11/2019,14/11/2019,14/11/2019,2,1,25/11/2019,0,NA,NA,NA,0,NA,NA,moved,sand covering,NA,14/11/2019,0,moved a few hrs after laid and parents staying away. Kept in incubator overnight,1,15/11/2019,1,0,Waipu,416,M-pG(r),C41567,0,NA,failed to hatch,infertile/not developing,25/11/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2019/2020,422,Mangawhai,NA,K-KM,C75832,4,W-KM,C75891,6,1,18/11/2020,18/11/2020,18/11/2020,2,0,NA,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,11/12/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,C69060,31/12/2019,57,1,15/01/2020,NA
2019/2020,423,Mangawhai,NA,WM-RW,C75879,3,pGM-R,C75892,6,1,15/11/2019,15/11/2019,15/11/2019,2,1,25/11/2019,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,failed to hatch,not developed,2/12/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2019/2020,423,Mangawhai,NA,WM-RW,C75879,3,pGM-R,C75892,6,1,18/11/2019,18/11/2019,18/11/2019,2,1,25/11/2019,1,NA,NA,NA,0,NA,NA,moved,"overcrowding, to reduce pressure at this site",NA,2/12/2019,17,NA,0,2/12/2019,17,0,Waipu,416,M-pG(r),C41567,0,NA,predated,rat,4/12/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2019/2020,424,Mangawhai,NA,KB-M,C75806,10,BK-M,C75897,7,2,20/11/2019,20/11/2019,20/11/2019,2,1,2/12/2019,0,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,infertile egg removed and replaced with dummy,NA,NA,NA,1,NA,NA,NA,NA,0,NA,failed to hatch,infertile,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2019/2020,424,Mangawhai,NA,KB-M,C75806,10,BK-M,C75897,7,2,23/11/2019,23/11/2019,23/11/2019,2,1,2/12/2019,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,14/12/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,C69062,4/01/2020,59,1,25/01/2020,NA
2019/2020,425,Mangawhai,NA,R-KM,C75831,4,M-R,C75801,12,1,21/11/2019,unknown,21/11/2019,2,1,2/12/2019,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,15/12/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,C69061,4/01/2020,57,1,25/01/2020,NA
2019/2020,425,Mangawhai,NA,R-KM,C75831,4,M-R,C75801,12,1,23/11/2019,unknown,22/11/2019,2,1,2/12/2019,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,16/12/2019,NA,NA,NA,died,"malnourished, had not been fed by parents, pecked. Rangers had some success feeding for 1 ay but left a hr gap.",25/12/2019,NA,was weak,8,1,1,NA,NA,NA,NA,NA,NA,0,NA,"chick was not transferred to zoo *(closed over xmas- kept in caravan, managed to feed it gobies but left alone for 7 hrs on 25th and deteriorated)"
