season,nest_id,natalsite,egg_id,female_band,female_id,f_age,male_band,male_id,m_age,clutch_no,date_eggs_found,lay_date,estimated_lay,total_eggs_clutch,candled,candled_date,fertile,egg_length,egg_width,candling_weight,loss_parent,loss_id,date_parent_lost,egg_managed,management_reason,notes,eggs_recovered_date,age_recovered_eggs,notes_transfer,days_ai,date_egg_transferbackto_nest,age_donor_eggs,returned_remained_natal,foster_site,foster_nest_id,foster_f_band,foster_f_id,hatched,hatched_date,eggfail_outcome,eggfail_cause,eggfail_date,chickfail_outcome,chickfail_cause,chickfail_date,chick_transfer_date_zoo,notes_chick_transfer,age_chick_transfer,chick_captive_reared,days_chick_captive_reared,transfer_date_to_aviary,release_date_from_aviary,release_site,fledgling_id,band_date,chick_weight_banding,fledged,fledge_date,comments
2008/2009,241,Waipu,NA,Y-BM,C41573,5,Y-RM,C41574,5,1,25/11/2008,unknown,23/11/2008,2,1,8/12/2008,1,NA,NA,NA,0,NA,NA,multi,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,removed,embryo death,22/12/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2008/2009,242,Mangawhai,NA,RpG-M,C43876,11,RB-M,C43875,11,1,22/11/2008,22/11/2008,22/11/2008,2,0,NA,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,abandon,tide/storm,24/11/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2008/2009,242,Mangawhai,NA,RpG-M,C43876,11,RB-M,C43875,11,1,25/11/2008,unknown,25/11/2008,2,0,NA,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,18/12/2008,NA,NA,NA,pred,"human, trampled",6/01/2008,NA,NA,NA,0,0,NA,NA,NA,C69026,5/01/2009,69,0,NA,NA
2008/2009,243,Mangawhai,NA,M-pGR,C41567,7,pGY-M,C43813,10,1,3/12/2008,3/12/2008,3/12/2008,2,1,5/12/2008,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,26/12/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,C69028,15/01/2009,62,1,22/02/2009,m incorrectly labelled as pGW-M in seasonal report see DOC1014132
2008/2009,243,Mangawhai,NA,M-pGR,C41567,7,pGY-M,C43813,10,1,5/12/2008,unknown,4/12/2008,2,1,5/12/2008,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,27/12/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,C69027,15/01/2009,61.5,1,22/02/2009,m incorrectly labelled as pGW-M in seasonal report see DOC1014132
2008/2009,244,Mangawhai,NA,M-BpG,C41566,7,unbanded male,unbanded male,NA,2,6/12/2008,6/12/2008,6/12/2008,2,0,NA,0,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,abandon,infertile,4/02/2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,pair left to incubate for 62 days
2008/2009,244,Mangawhai,NA,M-BpG,C41566,7,unbanded male,unbanded male,NA,2,8/12/2008,8/12/2008,8/12/2008,2,0,NA,0,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,abandon,infertile,4/02/2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,pair left to incubate for 62 days
2008/2009,245,Mangawhai,NA,M-YB,C41553,8,M-KW,C69004,3,1,6/12/2008,6/12/2008,6/12/2008,1,1,unknown,1,NA,NA,NA,0,NA,NA,ai,storm,NA,8/12/2008,2,NA,unknown,NA,NA,1,NA,NA,NA,NA,0,NA,failed to hatch,embryo death,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2008/2009,246,Waipu,NA,M-RK,C69008,3,BpG-M,C43879,11,1,15/12/2008,unknown,15/12/2008,1,0,NA,unknown,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,disappeared,pred unknown,19/12/2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2008/2009,247,Mangawhai,NA,pGB-M,C43785,9,Y-WM,C44015,5,2,3/01/2009,3/01/2009,3/01/2009,1,1,15/01/2009,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,25/01/2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,C75804,13/02/2009,NA,1,unknown,NA
2008/2009,248,Pakiri,NA,M-WR,C28703,9,M-YW,C28709,9,1,30/11/2008,30/11/2008,30/11/2008,2,0,NA,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,24/12/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,C75803,12/01/2008,NA,1,unknown,NA
2008/2009,248,Pakiri,NA,M-WR,C28703,9,M-YW,C28709,9,1,2/12/2008,unknown,1/12/2008,2,0,NA,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,24/12/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,C75802,12/01/2008,NA,1,unknown,NA
2008/2009,249,Papakanui,NA,nil-M,C42540,16,B-pGM,C41570,6,1,15/11/2008,unknown,15/11/2008,2,1,2/12/2008,0,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,removed,infertile,2/12/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2008/2009,249,Papakanui,NA,nil-M,C42540,16,B-pGM,C41570,6,1,15/11/2008,unknown,15/11/2008,2,1,2/12/2008,0,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,removed,infertile,2/12/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2008/2009,250,Papakanui,NA,WpG-M,C42541,16,B-RM,C41571,5,1,19/11/2008,19/11/2008,19/11/2008,2,1,unknown,1,NA,NA,NA,0,NA,NA,ai,strong winds,NA,24/11/2008,5,NA,13,7/12/2008,18,1,NA,NA,NA,NA,1,14/12/2008,NA,NA,NA,found dead,unknown,24/12/2008,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
2008/2009,250,Papakanui,NA,WpG-M,C42541,16,B-RM,C41571,5,1,21/11/2008,unknown,21/11/2008,2,1,unknown,1,NA,NA,NA,0,NA,NA,ai,strong winds,NA,24/11/2008,3,NA,13,7/12/2008,16,1,NA,NA,NA,NA,0,NA,removed,failed to hatch,17/12/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2008/2009,251,Papakanui,NA,nil-M,C42540,16,B-pGM,C41570,6,2,1/01/2009,1/01/2009,1/01/2009,2,1,8/01/2009,0,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,removed,abondoned/infertile,8/01/2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2008/2009,251,Papakanui,NA,nil-M,C42540,16,B-pGM,C41570,6,2,1/01/2009,1/01/2009,1/01/2009,2,1,8/01/2009,0,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,removed,abondoned/infertile,8/01/2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2009/2010,252,Mangawhai,NA,RpG-M,C43876,12,RB-M,C43875,12,1,10/11/2009,10/11/2009,10/11/2009,2,1,unknown,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,4/12/2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,C69029,24/12/2009,80,1,unknown,NA
2009/2010,252,Mangawhai,NA,RpG-M,C43876,12,RB-M,C43875,12,1,12/11/2009,12/11/2009,12/11/2009,2,1,unknown,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,4/12/2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,C69030,24/12/2009,77,1,unknown,NA
2009/2010,253,Mangawhai,NA,pGB-M,C43785,10,Y-WM,C44015,6,1,12/11/2009,12/11/2009,12/11/2009,2,1,unknown,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,7/12/2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,C69032,27/12/2009,76,1,unknown,NA
2009/2010,253,Mangawhai,NA,pGB-M,C43785,10,Y-WM,C44015,6,1,13/11/2009,unknown,13/11/2009,2,1,unknown,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,7/12/2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,C69031,27/12/2009,71,1,unknown,NA
2009/2010,254,Mangawhai,NA,M-pGR,C41567,8,pGY-M,C43813,11,1,4/12/2009,3/12/2009,3/12/2009,1,1,unknown,1,NA,NA,NA,0,NA,NA,add,NA,extra egg added to nest,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,26/12/2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,C69033,15/01/2010,74,1,unknown,m incorrectly labelled as pGW-M in seasonal report see DOC1014132
2009/2010,255,Mangawhai,NA,M-YB,C41553,9,M-KW,C69004,4,1,6/12/2009,6/12/2009,6/12/2009,2,1,unknown,1,NA,NA,NA,0,NA,NA,donate,none given,NA,8/12/2009,2,NA,0,8/12/2009,2,0,Mangawhai,254,M-pGR,C41567,1,31/12/2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,C69034,20/01/2010,60,1,unknown,NA
2009/2010,255,Mangawhai,NA,M-YB,C41553,9,M-KW,C69004,4,1,9/12/2009,9/12/2009,9/12/2009,2,1,unknown,unknown,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,disappeared,human,12/12/2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2009/2010,256,Mangawhai,NA,M-YB,C41553,9,M-KW,C69004,4,2,31/12/2009,31/12/2009,31/12/2009,1,1,unknown,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,no hatch,embryo death,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2009/2010,257,Mangawhai,NA,M-BpG,C41566,8,WB-M,C42539,17,4,10/01/2010,10/01/2010,10/01/2010,1,1,unknown,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,no hatch,embryo death,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2009/2010,258,Waipu,NA,Y-BM,C41573,6,BpG-M,C43879,12,1,13/11/2009,unknown,12/11/2009,2,1,unknown,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,4/12/2009,NA,NA,NA,predated,suspected predation cat,15/12/2009,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
2009/2010,258,Waipu,NA,Y-BM,C41573,6,BpG-M,C43879,12,1,13/11/2009,unknown,12/11/2009,2,1,unknown,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,4/12/2009,NA,NA,NA,predated,suspected predation cat,15/12/2009,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
2009/2010,259,Waipu,NA,M-BpG,C41566,8,WB-M,C42539,17,1,13/11/2009,unknown,13/11/2009,2,0,NA,unknown,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,predated,cat,15/11/2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2009/2010,259,Waipu,NA,M-BpG,C41566,8,WB-M,C42539,17,1,13/11/2009,unknown,13/11/2009,2,0,NA,unknown,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,predated,cat,15/11/2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2009/2010,260,Waipu,NA,M-BpG,C41566,8,WB-M,C42539,17,2,23/11/2009,23/11/2009,23/11/2009,2,0,NA,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,disappeared,pred unknown,15/11/2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2009/2010,260,Waipu,NA,M-BpG,C41566,8,WB-M,C42539,17,2,25/11/2009,unknown,25/11/2009,2,0,NA,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,disappeared,pred unknown,15/11/2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2009/2010,261,Waipu,NA,M-BpG,C41566,8,WB-M,C42539,17,3,27/12/2009,27/12/2009,27/12/2009,2,0,NA,unknown,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,predated,cat,29/12/2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2009/2010,261,Waipu,NA,M-BpG,C41566,8,WB-M,C42539,17,3,28/12/2009,28/12/2009,28/12/2009,2,0,NA,unknown,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,predated,cat,29/12/2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2009/2010,262,Waipu,NA,Y-BM,C41573,6,BpG-M,C43879,12,2,31/12/2009,unknown,31/12/2009,2,1,11/01/2010,0,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,removed,infertile,18/01/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2009/2010,262,Waipu,NA,Y-BM,C41573,6,BpG-M,C43879,12,2,31/12/2009,unknown,31/12/2009,2,1,11/01/2010,0,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,removed,infertile,18/01/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2009/2010,274,Papakanui,NA,WpG-M,C42541,17,B-RM,C41571,6,1,28/11/2009,28/11/2009,28/11/2009,2,0,NA,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,21/12/2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,C75807,6/01/2010,NA,1,23/01/2010,NA
2009/2010,274,Papakanui,NA,WpG-M,C42541,17,B-RM,C41571,6,1,29/11/2009,29/11/2009,29/11/2009,2,0,NA,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,removed,abondoned,27/12/2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2009/2010,275,Pakiri,NA,M-WR,C28703,10,M-YW,C28709,10,1,13/11/2009,13/11/2009,13/11/2009,2,0,NA,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,6/12/2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,C75805,24/12/2009,NA,1,2/01/2010,NA
2009/2010,275,Pakiri,NA,M-WR,C28703,10,M-YW,C28709,10,1,15/11/2009,15/11/2009,15/11/2009,2,0,NA,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,7/12/2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,C75806,24/12/2009,NA,1,2/01/2010,NA
2010/2011,276,Waipu,NA,M-RK,C69008,5,WB-M,C42539,18,1,28/10/2010,unknown,28/10/2010,2,1,9/11/2010,1,NA,NA,NA,1,C69008,9/11/2020,ai,only 1 parent incubating,"rabbit distubed nest, f abondoned",9/11/2010,12,NA,7,16/11/2010,19,0,Mangawhai,278,RpG-M,C43876,1,21/11/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,C69036,13/12/2010,69,1,unknown,NA
2010/2011,276,Waipu,NA,M-RK,C69008,5,WB-M,C42539,18,1,28/10/2010,unknown,28/10/2010,2,1,9/11/2010,1,NA,NA,NA,1,C69008,9/11/2020,ai,only 1 parent incubating,"rabbit distubed nest, f abondoned",9/11/2010,12,NA,7,16/11/2010,19,0,Mangawhai,278,RpG-M,C43876,1,21/11/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,C69035,13/12/2010,69,1,unknown,NA
2010/2011,277,Waipu,NA,M-nil,C41566,9,BpG-M,C43879,13,1,2/11/2010,2/11/2010,2/11/2010,2,unknown,NA,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,25/11/2010,NA,NA,NA,predated,cat,31/12/2010,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
2010/2011,277,Waipu,NA,M-nil,C41566,9,BpG-M,C43879,13,1,5/11/2010,unknown,4/11/2010,2,unknown,NA,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,27/11/2010,NA,NA,NA,predated,cat,31/12/2010,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
2010/2011,278,Mangawhai,NA,RpG-M,C43876,13,RB-M,C43875,13,1,9/11/2010,9/11/2010,9/11/2010,2,1,16/11/2010,1,NA,NA,NA,0,NA,NA,ai,to make room for 2 other eggs,NA,16/11/2010,7,NA,10,26/11/2010,17,0,Papakanui,282,WpG-M,C42541,1,1/12/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,C75815,21/12/2010,56.5,1,unknown,NA
2010/2011,278,Mangawhai,NA,RpG-M,C43876,13,RB-M,C43875,13,1,11/11/2010,11/11/2010,11/11/2010,2,1,16/11/2010,1,NA,NA,NA,0,NA,NA,ai,to make room for 2 other eggs,NA,16/11/2010,5,NA,10,26/11/2010,15,0,Papakanui,282,WpG-M,C42541,1,3/12/2010,NA,NA,NA,chick death,unknown,14/12/2010,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
2010/2011,279,Mangawhai,NA,M-YB,C41553,10,M-KW,C69004,5,1,12/11/2010,12/11/2010,12/11/2010,2,0,NA,unknown,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,predated,pred unknown,15/11/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,nest 279 and 280 predated at same time
2010/2011,279,Mangawhai,NA,M-YB,C41553,10,M-KW,C69004,5,1,12/11/2010,12/11/2010,12/11/2010,2,0,NA,unknown,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,predated,pred unknown,15/11/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,nest 279 and 280 predated at same time
2010/2011,280,Mangawhai,NA,M-pGR,C41567,9,Y-RM,C41574,7,1,12/11/2010,unknown,12/11/2010,2,unknown,NA,unknown,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,predated,pred unknown,15/11/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,nest 279 and 280 predated at same time
2010/2011,280,Mangawhai,NA,M-pGR,C41567,9,Y-RM,C41574,7,1,12/11/2010,unknown,12/11/2010,2,unknown,NA,unknown,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,predated,pred unknown,15/11/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,nest 279 and 280 predated at same time
2010/2011,281,Mangawhai,NA,M-pGK,C69011,4,YM-B,C69024,3,1,13/11/2010,13/11/2010,13/11/2010,1,1,unknown,0,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,removed,infertile,24/11/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2010/2011,282,Papakanui,NA,WpG-M,C42541,18,B-RM,C41571,7,1,10/11/2010,unknown,7/11/2010,2,1,21/11/2010,1,NA,NA,NA,0,NA,NA,ai,storm,NA,21/11/2010,14,NA,3,24/11/2010,17,0,Mangawhai,281,M-pGK,C69011,1,30/11/2010,NA,NA,NA,chick death,human,3/12/2010,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
2010/2011,282,Papakanui,NA,WpG-M,C42541,18,B-RM,C41571,7,1,10/11/2010,unknown,7/11/2010,2,1,21/11/2010,0,NA,NA,NA,0,NA,NA,none,storm,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,removed,infertile,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2010/2011,284,Waipu,NA,M-pGR,C41567,9,WB-M,C42539,18,1,27/11/2010,27/11/2010,27/11/2010,2,0,NA,unknown,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,disappeared,suspected predation,26/11/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2010/2011,284,Waipu,NA,M-pGR,C41567,9,WB-M,C42539,18,1,27/11/2010,27/11/2010,27/11/2010,2,unknown,NA,unknown,NA,NA,NA,0,NA,NA,none,NA,laid 2nd egg in different scrape,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,predated,cat,30/11/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2010/2011,285,Pakiri,NA,M-WR,C28703,11,M-YW,C28709,11,1,13/11/2010,13/11/2010,13/11/2010,2,unknown,NA,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,6/12/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,C69038,26/12/2010,63,1,unknown,NA
2010/2011,285,Pakiri,NA,M-WR,C28703,11,M-YW,C28709,11,1,16/11/2010,16/11/2010,16/11/2010,2,unknown,NA,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,8/12/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,C69037,26/12/2010,54,1,unknown,NA
2010/2011,286,Mangawhai,NA,M-pGR,C41567,9,WB-M,C42539,18,1,8/12/2010,8/12/2010,8/12/2010,2,1,unknown,1,NA,NA,NA,0,NA,NA,ai,safety reasons?,NA,17/12/2010,9,NA,9,26/12/2010,18,0,Papakanui,291,M-YK,C69013,1,1/01/2011,NA,NA,NA,chick death,unknown,2/01/2011,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
2010/2011,286,Mangawhai,NA,M-pGR,C41567,9,WB-M,C42539,18,1,8/12/2010,8/12/2010,8/12/2010,2,1,unknown,1,NA,NA,NA,0,NA,NA,ai,safety reasons?,NA,17/12/2010,9,NA,9,26/12/2010,18,0,Papakanui,291,M-YK,C69013,1,2/01/2011,NA,NA,NA,chick disappeared,storm,22/01/2011,NA,NA,NA,0,0,NA,NA,NA,C75816,20/01/2010,54,0,NA,NA
2010/2011,287,Mangawhai,NA,M-YB,C41553,10,M-KW,C69004,5,1,15/12/2010,15/12/2010,15/12/2010,2,1,unknown,1,NA,NA,NA,0,NA,NA,ai,safety reasons?,NA,unknown,NA,NA,unknown,31/12/2010,NA,1,NA,NA,NA,NA,0,NA,removed,failed to hatch,11/01/2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2010/2011,287,Mangawhai,NA,M-YB,C41553,10,M-KW,C69004,5,1,18/12/2010,18/12/2010,18/12/2010,2,1,unknown,0,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,removed,infertile,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2010/2011,288,Mangawhai,NA,M-nil,C41566,9,BpG-M,C43879,13,1,16/12/2010,unknown,15/12/2010,2,1,unknown,1,NA,NA,NA,1,C43879,16/12/2010,ai,only 1 parent incubating,m never seen w egg,22/12/2010,7,NA,9,31/12/2010,16,0,Mangawhai,286,M-pGR,C41567,1,7/01/2011,NA,NA,NA,died,storm,16/01/2011,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
2010/2011,288,Mangawhai,NA,M-nil,C41566,9,BpG-M,C43879,13,1,16/12/2010,unknown,16/12/2010,2,1,unknown,1,NA,NA,NA,1,C43879,16/12/2010,ai,only 1 parent incubating,m never seen w egg,22/12/2010,5,NA,9,31/12/2010,14,0,Mangawhai,286,M-pGR,C41567,0,NA,died hathcing,failed to hatch,7/01/2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2010/2011,289,Mangawhai,NA,M-nil,C41566,9,BpG-M,C43879,13,2,5/01/2011,4/01/2010,4/01/2010,1,1,unknown,1,NA,NA,NA,0,NA,NA,ai,only 1 parent incubating,m gone,6/01/2010,2,NA,12,NA,NA,0,NA,NA,NA,NA,0,NA,no hatch,embryo death,18/01/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
